Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Production (tonnes)
37.62,72.75,64.33,Black,Sugarcane,8,9,32,20-20,4.53E+08
27.06,60.94,22.59,Black,Millets,9,0,11,Urea,11570000
27.75,58.01,48.09,Sandy,Millets,37,0,0,20-20,11570000
35.15,63.35,48.88,Red,Wheat,38,1,3,14-35-14,1.13E+08
28.63,50.27,50.74,Red,Wheat,20,2,23,DAP,1.13E+08
40,65.06,37.28,Red,Sugarcane,15,4,37,20-20,4.53E+08
33.17,50.88,48.64,Black,Sugarcane,15,0,8,DAP,4.53E+08
29.26,70.35,57.68,Loamy,Tobacco,36,3,0,14-35-14,804454
25.92,52.79,48.84,Black,Oil seeds,19,0,19,28-28,39669000
26,46.7,35.76,Clayey,Wheat,19,0,21,20-20,1.13E+08
30.5,66.53,58.15,Sandy,Wheat,10,9,18,14-35-14,1.13E+08
21.24,55.11,31.97,Red,Oil seeds,25,0,19,28-28,39669000
25.99,59.49,20,Red,Paddy,18,18,9,Urea,22600
32.55,63.72,35.8,Sandy,Barley,16,4,40,DAP,1690000
40,67.6,43.19,Red,Cotton,4,11,23,14-35-14,4590000
24.29,53.4,46.77,Sandy,Tobacco,24,0,24,20-20,804454
27.72,64.68,48.14,Clayey,Paddy,16,2,6,28-28,22600
38.25,62.67,37.09,Clayey,Sugarcane,3,6,30,10-26-26,4.53E+08
37.6,71.97,34.16,Loamy,Oil seeds,5,3,35,17-17-17,39669000
33.24,70.39,67.47,Loamy,Wheat,31,0,0,10-26-26,1.13E+08
27.26,48.41,29.66,Loamy,Pulses,18,3,23,Urea,24240000
31.88,48.43,27.23,Clayey,Sugarcane,32,0,0,28-28,4.53E+08
29.58,65.6,37.56,Black,Millets,40,3,4,14-35-14,11570000
31.78,74.98,58.44,Sandy,Maize,7,9,15,28-28,37660000
30.59,68.8,42.49,Sandy,Barley,15,0,41,10-26-26,1690000
33.21,70.05,32.61,Loamy,Pulses,11,0,5,17-17-17,24240000
29.16,73.34,64.41,Black,Oil seeds,10,11,27,14-35-14,39669000
28.38,67.05,48.86,Loamy,Maize,40,4,3,10-26-26,37660000
34.39,61.44,35.91,Clayey,Tobacco,11,3,41,17-17-17,804454
30.09,67.61,23.23,Black,Paddy,36,0,0,DAP,22600
36.76,66.87,45.44,Sandy,Pulses,16,0,37,20-20,24240000
33,62.17,58,Loamy,Millets,15,2,7,28-28,11570000
27.43,49.52,64.39,Red,Paddy,12,0,11,10-26-26,22600
29.57,65.03,65.81,Loamy,Paddy,10,7,31,17-17-17,22600
31.48,53.13,56.5,Loamy,Maize,5,10,13,14-35-14,37660000
29.23,48.37,38.04,Sandy,Paddy,4,9,26,DAP,22600
24.38,63.53,45.36,Sandy,Millets,15,0,32,Urea,11570000
36.39,62.67,51.48,Red,Tobacco,22,0,19,DAP,804454
29.16,59.51,35.27,Loamy,Pulses,33,0,0,10-26-26,24240000
31.91,66.59,25.55,Loamy,Ground Nuts,22,0,16,28-28,10180000
34.22,59.9,61.55,Loamy,Oil seeds,39,0,3,Urea,39669000
33.79,75.53,36.75,Sandy,Paddy,8,0,39,20-20,22600
28.1,47.62,47.44,Sandy,Pulses,36,0,1,DAP,24240000
30.46,56.64,41.97,Sandy,Cotton,15,6,12,17-17-17,4590000
31.38,55.65,27.51,Clayey,Wheat,5,11,27,14-35-14,1.13E+08
32.35,65.72,27.49,Red,Paddy,15,3,17,17-17-17,22600
31.64,57.85,50.17,Red,Wheat,1,16,15,28-28,1.13E+08
33.83,66.84,61.1,Black,Millets,16,9,9,DAP,11570000
23.54,56.34,60.76,Red,Millets,14,11,13,17-17-17,11570000
31.25,74.07,43.43,Clayey,Oil seeds,6,19,22,17-17-17,39669000
30.06,73.57,53.83,Sandy,Wheat,4,0,17,Urea,1.13E+08
31.79,64.7,58.61,Clayey,Maize,6,10,32,17-17-17,37660000
26.85,50.76,39.26,Loamy,Millets,5,0,16,17-17-17,11570000
27.29,65.23,33.7,Sandy,Millets,10,0,32,DAP,11570000
25.38,48.03,36.22,Clayey,Tobacco,18,4,15,20-20,804454
28.25,55.18,45.6,Black,Ground Nuts,6,0,14,10-26-26,10180000
34.04,57.38,35.71,Sandy,Oil seeds,17,2,43,10-26-26,39669000
27.14,59.37,28.55,Loamy,Tobacco,10,18,11,28-28,804454
28.41,61.6,40.29,Clayey,Oil seeds,12,10,26,10-26-26,39669000
29.49,66.27,41.53,Sandy,Millets,7,0,43,10-26-26,11570000
40,64.45,56.16,Sandy,Paddy,12,13,19,28-28,22600
30.23,54.69,65.94,Clayey,Millets,9,1,11,14-35-14,11570000
27.75,53.82,39.79,Sandy,Tobacco,46,0,3,20-20,804454
33.72,63.4,33.83,Black,Wheat,5,0,12,Urea,1.13E+08
32.25,56.33,41.25,Clayey,Cotton,21,0,17,14-35-14,4590000
30.92,61.79,43.07,Clayey,Oil seeds,10,9,17,10-26-26,39669000
30.17,62.48,30.31,Clayey,Ground Nuts,14,2,36,14-35-14,10180000
21.82,52.68,30.79,Red,Oil seeds,9,5,13,DAP,39669000
25.88,63.35,70,Black,Tobacco,11,0,36,14-35-14,804454
27.95,67.23,46.01,Sandy,Cotton,13,2,10,DAP,4590000
32.02,57.6,52.26,Black,Millets,5,12,32,17-17-17,11570000
31.91,46.77,42.39,Sandy,Tobacco,38,2,0,Urea,804454
25.96,48.42,38.06,Black,Wheat,24,2,19,20-20,1.13E+08
38.05,77.16,42.34,Clayey,Paddy,11,0,36,14-35-14,22600
28.92,59.44,57.18,Loamy,Barley,10,4,24,14-35-14,1690000
26.17,51.49,20.6,Red,Sugarcane,9,12,15,Urea,4.53E+08
25.25,64.81,47.16,Clayey,Pulses,41,2,0,28-28,24240000
35.72,63.95,56.88,Black,Barley,42,0,3,17-17-17,1690000
33.04,65.19,50.69,Sandy,Maize,26,1,16,DAP,37660000
26.49,56.63,42.97,Black,Oil seeds,8,0,32,10-26-26,39669000
23.26,52.39,43.65,Clayey,Tobacco,20,4,17,Urea,804454
37.23,70.55,31.71,Loamy,Cotton,17,3,10,17-17-17,4590000
33.24,63.1,37.34,Sandy,Ground Nuts,24,3,20,DAP,10180000
28.63,51.26,41.71,Loamy,Maize,25,4,18,28-28,37660000
34.46,52.14,68.6,Clayey,Wheat,5,8,34,28-28,1.13E+08
27.37,53.95,42.58,Red,Maize,24,0,22,17-17-17,37660000
30.81,58.48,41.17,Clayey,Tobacco,26,0,17,20-20,804454
30.94,55.34,55.13,Black,Barley,33,4,0,17-17-17,1690000
31.5,66.45,61.75,Sandy,Paddy,11,9,34,28-28,22600
33.73,51.23,29.59,Red,Pulses,15,2,44,DAP,24240000
25.06,58.7,42.9,Sandy,Ground Nuts,9,11,22,DAP,10180000
26.01,59.51,30.26,Loamy,Paddy,10,0,37,20-20,22600
29.68,66.64,52.87,Clayey,Maize,24,0,17,17-17-17,37660000
31.57,67.5,47.83,Red,Millets,21,0,15,DAP,11570000
35.81,62.93,39.2,Black,Oil seeds,21,0,20,20-20,39669000
35.73,66.71,33.31,Sandy,Barley,14,0,35,10-26-26,1690000
22.05,60.6,39.49,Loamy,Barley,16,1,39,28-28,1690000
33.07,56.67,54.06,Sandy,Ground Nuts,13,18,16,17-17-17,10180000
31.84,59.38,45.32,Clayey,Tobacco,11,0,9,17-17-17,804454
23.15,45.26,35.54,Red,Pulses,10,2,39,17-17-17,24240000
24.58,62.8,66.11,Red,Sugarcane,9,0,9,14-35-14,4.53E+08
36.94,59.73,52.98,Clayey,Paddy,37,2,0,17-17-17,22600
35.54,60.01,48.23,Sandy,Pulses,24,0,30,17-17-17,24240000
32.86,61.27,49.02,Loamy,Tobacco,25,0,18,10-26-26,804454
28.01,52.18,34.37,Sandy,Ground Nuts,6,13,19,14-35-14,10180000
32.68,54.45,37.7,Sandy,Tobacco,12,0,43,17-17-17,804454
25.12,53.46,25.03,Black,Tobacco,12,0,9,Urea,804454
35.29,58.77,57.56,Loamy,Oil seeds,40,0,0,28-28,39669000
31.49,66.15,41.32,Sandy,Oil seeds,8,17,20,17-17-17,39669000
32.47,66.84,39.56,Red,Pulses,23,0,17,28-28,24240000
23.21,48.43,30.35,Loamy,Pulses,18,2,26,17-17-17,24240000
25.28,67.21,40.42,Clayey,Millets,14,2,7,Urea,11570000
32.73,63.31,57.72,Loamy,Wheat,7,22,23,28-28,1.13E+08
32.43,67.82,51.52,Clayey,Tobacco,4,7,18,14-35-14,804454
30.73,71.62,36.35,Black,Wheat,14,4,41,17-17-17,1.13E+08
30.75,56.09,51.19,Sandy,Cotton,23,0,19,28-28,4590000
37.38,63.08,42.58,Sandy,Barley,12,0,37,10-26-26,1690000
23.56,50.55,43.22,Red,Cotton,44,0,0,10-26-26,4590000
34.73,57.31,52.2,Sandy,Millets,13,0,42,14-35-14,11570000
36.1,63.8,38.39,Red,Maize,10,7,31,DAP,37660000
38.4,70.12,44.15,Red,Paddy,8,0,36,20-20,22600
29.8,66.92,55.34,Clayey,Wheat,30,1,4,28-28,1.13E+08
35.73,63.26,50.02,Red,Cotton,6,15,18,17-17-17,4590000
33.02,55.73,60.55,Sandy,Maize,10,15,18,Urea,37660000
29.68,65.45,68.73,Black,Paddy,17,0,39,10-26-26,22600
30.16,47.07,29.44,Clayey,Ground Nuts,36,2,2,20-20,10180000
25.93,48.16,64.92,Loamy,Cotton,7,4,39,20-20,4590000
34.66,55.05,59.87,Red,Oil seeds,7,0,11,Urea,39669000
35.52,59.79,33.11,Red,Tobacco,14,2,34,17-17-17,804454
32.83,63.93,34.94,Sandy,Maize,25,0,20,10-26-26,37660000
38.7,76.26,57,Sandy,Sugarcane,36,4,4,20-20,4.53E+08
37.05,73.86,31.98,Black,Millets,9,0,38,DAP,11570000
27.22,49.22,52.2,Red,Cotton,27,0,17,28-28,4590000
37.44,65.48,63.18,Red,Millets,7,8,25,Urea,11570000
39,77.37,43.11,Red,Oil seeds,7,1,42,14-35-14,39669000
22.98,47.12,45.24,Black,Millets,10,20,24,14-35-14,11570000
35.47,65.11,44.62,Sandy,Oil seeds,44,2,4,DAP,39669000
40,75.94,27.02,Red,Oil seeds,13,3,18,14-35-14,39669000
32.48,57.15,47.72,Loamy,Oil seeds,22,1,25,17-17-17,39669000
27.08,53.24,47.64,Loamy,Barley,21,3,13,14-35-14,1690000
30.4,56.1,55.02,Loamy,Wheat,3,9,33,10-26-26,1.13E+08
35.38,64.71,38.74,Loamy,Paddy,24,0,22,10-26-26,22600
34.63,64,53.06,Red,Cotton,19,1,21,17-17-17,4590000
34.77,61.67,59.77,Clayey,Barley,16,0,38,Urea,1690000
34.38,57.6,52.94,Clayey,Barley,35,4,0,DAP,1690000
36.78,74.99,46.32,Black,Ground Nuts,1,14,17,DAP,10180000
31.68,60.87,25.77,Red,Millets,6,12,19,10-26-26,11570000
27.74,52.16,28.11,Clayey,Pulses,7,0,44,20-20,24240000
29.46,66.27,38.77,Sandy,Barley,41,0,0,17-17-17,1690000
30.7,59.76,39.31,Sandy,Tobacco,12,0,6,20-20,804454
25.62,54.23,41.6,Red,Sugarcane,6,4,9,28-28,4.53E+08
35.51,62.48,43.95,Red,Oil seeds,19,2,26,DAP,39669000
36.52,53.74,43.45,Clayey,Ground Nuts,14,0,41,17-17-17,10180000
32.85,50.77,44,Sandy,Oil seeds,10,0,33,20-20,39669000
33.54,50.61,56.46,Black,Paddy,5,6,35,20-20,22600
37.67,74.24,42.28,Red,Tobacco,8,17,20,Urea,804454
31.12,49.68,47.94,Loamy,Sugarcane,6,4,32,28-28,4.53E+08
38.34,57.32,38.09,Clayey,Sugarcane,27,4,21,20-20,4.53E+08
39.41,69.09,40.35,Loamy,Cotton,13,0,38,17-17-17,4590000
28.84,59.87,28.08,Clayey,Oil seeds,12,0,33,DAP,39669000
26.92,46.79,31.62,Red,Millets,21,1,20,28-28,11570000
32.42,61.47,38.76,Black,Cotton,10,8,31,17-17-17,4590000
30.47,54.41,29.6,Black,Wheat,11,2,12,28-28,1.13E+08
37.6,58.72,21.63,Sandy,Barley,11,8,26,28-28,1690000
31.24,72.13,48.81,Clayey,Wheat,8,19,16,28-28,1.13E+08
32.33,55.31,47.97,Sandy,Maize,9,0,12,Urea,37660000
30.03,64.18,49.35,Black,Millets,6,9,18,14-35-14,11570000
32.93,53.71,31,Clayey,Tobacco,21,0,16,20-20,804454
24.52,56.92,52.98,Loamy,Paddy,5,4,34,DAP,22600
40,73.3,27.24,Black,Pulses,9,4,41,17-17-17,24240000
27.3,58.11,36.28,Black,Paddy,14,4,27,17-17-17,22600
30.99,59.11,24.93,Red,Paddy,44,0,0,Urea,22600
31.32,51.5,37.24,Sandy,Millets,25,0,20,20-20,11570000
26.93,60.8,53.51,Red,Pulses,17,19,16,20-20,24240000
30.43,50.53,39.32,Black,Maize,9,0,12,Urea,37660000
33.46,55.92,47.57,Black,Ground Nuts,12,8,17,Urea,10180000
27.6,63.87,38.04,Black,Oil seeds,45,4,0,Urea,39669000
31.3,62.39,42.41,Black,Tobacco,14,4,14,28-28,804454
28.53,50.65,49.69,Black,Millets,36,0,0,20-20,11570000
35.85,71,37.57,Red,Millets,11,0,31,DAP,11570000
35.98,70.52,33.59,Sandy,Ground Nuts,8,0,40,17-17-17,10180000
30.51,55.65,37.31,Clayey,Barley,13,15,16,20-20,1690000
30.17,60.47,32.13,Clayey,Maize,12,3,30,14-35-14,37660000
33.08,73.39,45.19,Black,Oil seeds,10,4,11,20-20,39669000
29.3,58.88,50.39,Loamy,Sugarcane,45,2,0,DAP,4.53E+08
20.34,48.15,42.35,Red,Millets,16,0,23,14-35-14,11570000
26.22,48.44,52.01,Red,Paddy,4,21,16,DAP,22600
37.85,71.37,60.91,Red,Barley,13,0,42,20-20,1690000
33.77,69.64,40.51,Red,Oil seeds,27,0,20,14-35-14,39669000
31.36,55.67,41.78,Black,Millets,45,1,3,Urea,11570000
31.61,72.2,23.07,Red,Pulses,21,0,24,10-26-26,24240000
23.07,47.07,38.29,Sandy,Cotton,26,0,25,17-17-17,4590000
34.44,59.55,55.47,Black,Tobacco,8,14,13,Urea,804454
24.54,49.35,57.77,Red,Barley,12,0,9,14-35-14,1690000
21.33,49.11,41.38,Clayey,Tobacco,21,0,21,Urea,804454
24.18,61.7,52.14,Sandy,Barley,5,8,31,28-28,1690000
25.59,52.32,38.18,Black,Pulses,24,4,24,DAP,24240000
37.61,59.21,38.16,Sandy,Wheat,10,3,42,28-28,1.13E+08
33.21,50.19,41.78,Black,Ground Nuts,6,0,12,28-28,10180000
34.64,70.76,23.74,Clayey,Millets,41,0,0,17-17-17,11570000
25.02,54.12,31.81,Sandy,Wheat,38,4,0,28-28,1.13E+08
25.95,54.26,48.46,Red,Barley,39,0,0,Urea,1690000
25.82,44.19,69.01,Clayey,Maize,11,0,5,20-20,37660000
27.03,52.2,44.35,Clayey,Maize,7,4,8,10-26-26,37660000
27.05,43.07,25.9,Sandy,Millets,23,2,16,14-35-14,11570000
29.42,68,27.65,Sandy,Sugarcane,38,0,4,28-28,4.53E+08
30.26,62.97,59.02,Loamy,Sugarcane,9,0,40,17-17-17,4.53E+08
26.05,58.44,44.87,Clayey,Oil seeds,5,18,15,17-17-17,39669000
27.85,61.62,28.3,Loamy,Paddy,33,0,4,DAP,22600
23.5,49.68,31.29,Black,Maize,36,1,0,14-35-14,37660000
38.04,68.81,65.02,Clayey,Cotton,3,5,29,Urea,4590000
30.44,56.07,54.61,Sandy,Tobacco,1,13,33,10-26-26,804454
30.75,52.39,38.96,Sandy,Pulses,32,3,0,28-28,24240000
31.1,60.84,40.17,Clayey,Pulses,41,2,3,20-20,24240000
30.17,53.45,51.01,Black,Maize,10,2,34,DAP,37660000
34.51,58.59,67.96,Red,Tobacco,12,6,34,Urea,804454
25.41,57.63,63.48,Red,Paddy,8,12,31,10-26-26,22600
24.85,58.23,20,Clayey,Sugarcane,19,11,7,10-26-26,4.53E+08
23.44,56.26,55.04,Loamy,Paddy,34,0,0,10-26-26,22600
26.05,60.98,50.96,Black,Barley,11,7,32,DAP,1690000
31.44,68.47,53.03,Clayey,Wheat,9,6,26,DAP,1.13E+08
29.54,60.54,46.5,Black,Cotton,10,0,33,17-17-17,4590000
34.16,59.81,60.87,Clayey,Pulses,19,0,38,10-26-26,24240000
30.6,58.23,53.69,Loamy,Millets,37,4,3,20-20,11570000
29.93,43.29,48.86,Black,Barley,11,0,38,Urea,1690000
28.89,66.42,61.74,Red,Wheat,18,1,34,DAP,1.13E+08
32.61,60.48,27.75,Loamy,Pulses,12,12,26,DAP,24240000
35.03,70.21,37.03,Loamy,Ground Nuts,15,0,37,17-17-17,10180000
33.96,75.43,62.88,Red,Wheat,15,0,38,14-35-14,1.13E+08
28.75,65.49,48.78,Black,Millets,15,0,38,28-28,11570000
31.4,66.88,51.44,Black,Pulses,45,2,2,14-35-14,24240000
31.45,66.67,69.18,Clayey,Pulses,6,3,33,14-35-14,24240000
22.68,61.46,42.62,Loamy,Pulses,40,0,1,Urea,24240000
33.84,60.21,41.86,Loamy,Cotton,33,0,0,14-35-14,4590000
38.28,68.8,45.67,Clayey,Cotton,23,1,22,17-17-17,4590000
28.09,63.83,24.31,Clayey,Tobacco,21,0,17,DAP,804454
35.6,73.58,37.94,Sandy,Barley,8,5,25,20-20,1690000
33.49,68.43,31.16,Red,Sugarcane,41,4,0,DAP,4.53E+08
31.19,58.58,64.38,Black,Wheat,4,0,14,20-20,1.13E+08
29.51,56.71,43.38,Clayey,Cotton,12,0,35,14-35-14,4590000
25.12,63.88,55.6,Red,Paddy,30,4,3,28-28,22600
32.53,58.37,39.02,Sandy,Maize,7,10,32,17-17-17,37660000
36.31,57.23,60.02,Sandy,Wheat,6,5,28,10-26-26,1.13E+08
25.23,55.97,62.08,Red,Millets,13,2,28,10-26-26,11570000
27.38,62.54,70,Black,Ground Nuts,15,0,31,20-20,10180000
29.02,47.24,42.83,Loamy,Wheat,26,0,22,20-20,1.13E+08
26.62,62.07,54.61,Black,Cotton,11,10,36,14-35-14,4590000
28.1,67.83,28.1,Sandy,Ground Nuts,19,0,28,20-20,10180000
25.12,42.78,50.96,Loamy,Oil seeds,7,0,7,17-17-17,39669000
25.41,54.6,67.69,Loamy,Pulses,11,1,39,17-17-17,24240000
27.9,46.88,39.77,Black,Barley,15,0,14,Urea,1690000
33.78,62.92,50.96,Loamy,Wheat,42,1,4,Urea,1.13E+08
21.57,52.34,32.89,Red,Sugarcane,12,15,7,14-35-14,4.53E+08
31.18,55.09,52.03,Clayey,Oil seeds,7,10,13,Urea,39669000
29.71,52.56,42.93,Red,Cotton,36,4,4,20-20,4590000
22.59,47.12,34.78,Black,Ground Nuts,22,0,19,20-20,10180000
25.87,44.22,38.29,Red,Maize,9,1,45,10-26-26,37660000
22.4,49.31,34.05,Black,Cotton,15,2,35,DAP,4590000
27.73,59.28,49.49,Black,Wheat,10,12,15,DAP,1.13E+08
36.68,60.6,31.3,Red,Oil seeds,8,0,13,10-26-26,39669000
22.12,53.06,40.13,Loamy,Pulses,15,2,36,14-35-14,24240000
24.96,51.91,53.37,Loamy,Millets,10,6,29,28-28,11570000
30.09,65.32,32.53,Sandy,Ground Nuts,19,2,18,17-17-17,10180000
32.69,53.61,28.97,Loamy,Ground Nuts,41,0,0,14-35-14,10180000
31.35,56.17,45.42,Clayey,Barley,26,0,19,10-26-26,1690000
35.47,68.72,41.38,Sandy,Ground Nuts,22,0,23,20-20,10180000
31.98,60.89,49.49,Clayey,Pulses,23,0,25,14-35-14,24240000
40,79.17,31.45,Clayey,Millets,15,0,43,28-28,11570000
23.92,57.89,54.22,Loamy,Pulses,8,4,7,DAP,24240000
36.24,66.36,48.77,Loamy,Oil seeds,16,15,22,28-28,39669000
32.54,71.53,51.69,Loamy,Tobacco,26,0,16,28-28,804454
25.15,57.65,58.66,Clayey,Sugarcane,8,0,5,14-35-14,4.53E+08
22.94,46.81,28.94,Red,Oil seeds,45,1,0,10-26-26,39669000
25.82,59.76,35.34,Loamy,Paddy,43,0,0,Urea,22600
32.71,63.88,37.18,Red,Cotton,24,1,23,28-28,4590000
36.75,66.48,55.62,Red,Tobacco,37,0,1,14-35-14,804454
30.21,58.61,33.56,Sandy,Tobacco,20,0,19,DAP,804454
22.1,58.03,39.29,Black,Pulses,27,0,15,20-20,24240000
31.31,58.34,38.88,Loamy,Oil seeds,7,11,29,28-28,39669000
31.61,64.2,32.23,Loamy,Tobacco,44,0,1,17-17-17,804454
26.41,63.86,29.03,Loamy,Wheat,5,5,34,28-28,1.13E+08
33.8,58.49,50.02,Red,Wheat,37,0,0,14-35-14,1.13E+08
31.53,71.99,36.06,Black,Wheat,5,22,25,Urea,1.13E+08
35.71,55.39,49.56,Black,Sugarcane,13,0,42,14-35-14,4.53E+08
24.27,59.31,66.91,Sandy,Oil seeds,11,0,9,10-26-26,39669000
29.37,65.27,42.64,Red,Paddy,12,0,40,10-26-26,22600
28.08,52.1,36.43,Red,Millets,35,0,0,20-20,11570000
33.79,68.09,43.83,Sandy,Maize,10,20,20,DAP,37660000
27.4,42.62,64.2,Red,Ground Nuts,40,0,2,Urea,10180000
33.99,48.08,50.86,Sandy,Sugarcane,8,4,37,10-26-26,4.53E+08
30.03,69.45,36.59,Sandy,Cotton,37,4,0,14-35-14,4590000
30.72,52.17,46.14,Clayey,Maize,35,0,0,20-20,37660000
29.01,55.24,41.94,Black,Ground Nuts,5,13,18,DAP,10180000
30.07,65.17,41.29,Red,Sugarcane,37,0,0,17-17-17,4.53E+08
26.27,55.86,36.93,Clayey,Ground Nuts,38,0,0,17-17-17,10180000
26.09,62.79,22.09,Clayey,Millets,3,17,19,Urea,11570000
36.44,73.6,38.38,Black,Wheat,18,2,14,Urea,1.13E+08
25.12,66.38,22.29,Red,Millets,40,0,3,17-17-17,11570000
22.68,57.34,70,Sandy,Oil seeds,39,0,1,14-35-14,39669000
40,75.29,47.3,Black,Wheat,11,11,31,20-20,1.13E+08
29.31,65.92,49.87,Sandy,Sugarcane,13,1,5,20-20,4.53E+08
36.49,59.74,55.86,Red,Millets,23,0,20,20-20,11570000
23.03,42.54,37.14,Loamy,Cotton,15,4,3,Urea,4590000
25.29,58.68,47.03,Clayey,Maize,8,0,5,DAP,37660000
33.37,63.15,52.75,Clayey,Cotton,18,0,18,20-20,4590000
31.18,49.61,28.76,Sandy,Wheat,11,7,28,14-35-14,1.13E+08
30.5,52.65,63.66,Red,Maize,16,1,38,28-28,37660000
26.03,65.26,38.25,Clayey,Barley,19,0,18,10-26-26,1690000
23.66,47.39,28.98,Red,Pulses,9,20,15,Urea,24240000
30.3,54.43,45.38,Clayey,Oil seeds,13,8,31,14-35-14,39669000
21.2,56.27,68.64,Sandy,Oil seeds,9,0,8,14-35-14,39669000
37.49,77.6,36.44,Clayey,Pulses,10,3,34,20-20,24240000
36.47,68.69,55.78,Clayey,Paddy,38,2,0,14-35-14,22600
22.28,40.57,65.74,Black,Maize,38,1,1,17-17-17,37660000
27.63,45.29,45.88,Sandy,Maize,25,2,22,Urea,37660000
35.3,72.7,49.12,Black,Wheat,35,0,0,20-20,1.13E+08
35.28,65.1,40.67,Red,Ground Nuts,38,0,3,28-28,10180000
26.57,60.91,47.87,Loamy,Oil seeds,23,0,29,17-17-17,39669000
30.44,57.3,35.77,Loamy,Barley,21,0,24,17-17-17,1690000
34.9,61.99,31.18,Red,Tobacco,41,2,1,Urea,804454
31.02,58.1,37.46,Red,Paddy,15,3,12,Urea,22600
25.06,44.32,54.22,Black,Tobacco,5,22,15,14-35-14,804454
30.82,44.16,30.56,Red,Cotton,41,0,0,20-20,4590000
35.94,66.23,55.11,Red,Cotton,10,12,16,28-28,4590000
34.02,52.63,26.43,Clayey,Oil seeds,12,0,39,20-20,39669000
30.91,62.52,32.61,Black,Sugarcane,35,0,0,20-20,4.53E+08
34.28,57.44,41.72,Loamy,Barley,14,0,4,10-26-26,1690000
30.51,62.57,26.45,Sandy,Oil seeds,19,1,40,Urea,39669000
25.3,57.41,43.63,Black,Oil seeds,26,0,23,28-28,39669000
32.45,50.4,49.3,Red,Pulses,12,2,46,20-20,24240000
32.81,60.28,33.66,Black,Ground Nuts,37,0,1,Urea,10180000
34.39,70.57,50.22,Red,Sugarcane,10,13,15,20-20,4.53E+08
31.78,67.11,48.68,Black,Tobacco,7,16,18,Urea,804454
35.36,60.71,43.64,Sandy,Maize,14,3,32,DAP,37660000
38.96,67.63,36.17,Loamy,Paddy,1,19,20,Urea,22600
33.04,52.36,53.11,Red,Oil seeds,13,2,8,28-28,39669000
23.43,54.88,29.61,Black,Ground Nuts,37,0,4,14-35-14,10180000
27.39,58.97,34.28,Sandy,Oil seeds,17,0,27,20-20,39669000
29.72,63.99,28.27,Loamy,Millets,10,0,38,20-20,11570000
38.9,67.16,64.49,Sandy,Paddy,9,0,38,DAP,22600
32.06,49.68,60.32,Sandy,Pulses,18,0,39,DAP,24240000
34.79,58.37,48.33,Clayey,Oil seeds,5,10,31,14-35-14,39669000
36.02,70.21,46.72,Red,Wheat,39,4,0,Urea,1.13E+08
28.96,45.85,38.46,Red,Pulses,22,0,18,28-28,24240000
28.35,53.72,56.15,Black,Ground Nuts,9,11,10,DAP,10180000
33.86,68.65,22.84,Loamy,Wheat,39,0,4,14-35-14,1.13E+08
36.59,67.13,61.03,Clayey,Wheat,3,8,33,14-35-14,1.13E+08
33.72,67.04,60.71,Loamy,Pulses,6,10,36,14-35-14,24240000
28.19,58.68,38.45,Clayey,Pulses,11,10,13,14-35-14,24240000
28.97,47.91,47.29,Black,Millets,25,2,25,28-28,11570000
34.68,63.25,51.92,Sandy,Ground Nuts,34,1,0,DAP,10180000
31.26,53.46,60.24,Sandy,Maize,39,2,3,17-17-17,37660000
31.04,69.96,53.87,Sandy,Sugarcane,24,1,32,14-35-14,4.53E+08
30.17,61.17,53.11,Black,Maize,33,3,0,28-28,37660000
26.88,52.66,37.94,Black,Cotton,37,2,3,28-28,4590000
28.91,55.03,35.94,Black,Barley,34,0,0,DAP,1690000
25.28,42.03,34.12,Loamy,Tobacco,21,0,25,Urea,804454
32.71,55.63,37.14,Clayey,Oil seeds,12,0,35,17-17-17,39669000
34.07,61.51,36.87,Clayey,Sugarcane,2,18,19,DAP,4.53E+08
30.74,55.94,48.96,Sandy,Cotton,19,0,26,14-35-14,4590000
26.4,59.16,66.66,Clayey,Wheat,5,2,28,10-26-26,1.13E+08
31.02,66.2,60.1,Clayey,Maize,11,0,10,Urea,37660000
31.29,58.97,28.89,Black,Paddy,8,0,15,28-28,22600
29.03,53.03,27.5,Black,Pulses,9,3,16,10-26-26,24240000
34.84,66.8,31.4,Sandy,Wheat,10,3,29,20-20,1.13E+08
23.48,63.5,56.68,Loamy,Wheat,37,0,0,10-26-26,1.13E+08
25.93,61.01,45.93,Loamy,Barley,1,14,11,17-17-17,1690000
34.53,67.09,29.68,Red,Pulses,21,0,27,28-28,24240000
27.43,58.71,58.37,Red,Paddy,12,16,16,14-35-14,22600
23.96,50.84,54.62,Sandy,Tobacco,8,14,14,10-26-26,804454
30.03,44.92,39.54,Red,Millets,13,10,33,20-20,11570000
26.19,59.96,28.29,Sandy,Barley,8,0,10,DAP,1690000
25.12,54.93,25.4,Loamy,Pulses,15,1,14,28-28,24240000
21.11,49.36,65.09,Black,Oil seeds,6,3,8,17-17-17,39669000
40,75.3,35.46,Loamy,Ground Nuts,11,3,41,28-28,10180000
24.85,59.37,45.95,Loamy,Oil seeds,16,0,21,20-20,39669000
32.99,63.72,50.3,Loamy,Pulses,14,2,39,17-17-17,24240000
23.66,48.48,70,Black,Wheat,7,0,14,DAP,1.13E+08
35.16,53.95,31.14,Loamy,Maize,36,4,0,Urea,37660000
